city,date,aqi_category,components_co,components_no,components_no2,components_o3,components_so2,components_pm2_5,components_pm10,components_nh3,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,surface_pressure,wind_speed_10m,wind_direction_10m,shortwave_radiation,aqi_lag_1,pm25_lag_1,aqi_lag_2,pm25_lag_2,aqi_lag_3,pm25_lag_3,pm25_roll_mean_3,aqi_roll_mean_3,pm25_roll_mean_7,aqi_roll_mean_7
Lahore,2024-09-27,5,1692.0166666666667,13.094166666666666,46.028333333333336,46.29833333333334,19.726666666666667,76.47500000000001,93.39708333333334,17.351666666666667,28.616500125,76.20904908333334,23.824833125,0.0,978.7156391666667,7.129209491666667,102.80228841666667,185.25,3.0,43.98833333333334,5.0,142.27958333333333,5.0,175.01999999999998,120.42930555555556,4.333333333333333,140.26125,4.714285714285714
Lahore,2024-09-28,5,1307.05,1.2383333333333335,33.55833333333333,89.94833333333334,14.020000000000001,90.78208333333333,103.14041666666667,18.410833333333333,26.872749791666667,76.756701625,22.226916375000002,0.5416666666666666,981.6686291666666,6.1801545125,149.29205229166666,191.875,5.0,76.47500000000001,3.0,43.98833333333334,5.0,142.27958333333333,87.58097222222223,4.333333333333333,131.02755952380951,4.714285714285714
Lahore,2024-09-29,5,1572.41,4.26875,42.26916666666667,74.90666666666667,15.522916666666667,113.81916666666666,138.00916666666666,21.852083333333336,27.59358325,75.654830875,22.58524979166667,0.0,983.8892295833333,4.819274229166667,205.5412853125,198.91666666666666,5.0,90.78208333333333,5.0,76.47500000000001,3.0,43.98833333333334,70.41513888888889,4.333333333333333,124.38089285714285,4.714285714285714
Lahore,2024-09-30,5,2107.8579166666664,14.107916666666666,53.85041666666667,63.97708333333333,15.610833333333332,115.99125,146.17708333333334,15.637916666666667,28.301916625,76.538036125,23.414416250000002,0.0,981.92335,8.008036625,288.77263124999996,202.83333333333334,5.0,113.81916666666666,5.0,90.78208333333333,5.0,76.47500000000001,93.69208333333331,5.0,116.05880952380951,4.714285714285714
Lahore,2024-10-01,5,2448.8766666666666,14.415416666666667,57.64208333333334,60.15041666666667,19.000833333333333,137.17958333333334,200.9375,18.43583333333333,29.056083375,75.04094141666667,23.826916458333333,0.0,979.2410491666666,5.587039637499999,217.21001366666667,207.375,5.0,115.99125,5.0,113.81916666666666,5.0,90.78208333333333,106.86416666666666,5.0,108.3364880952381,4.714285714285714
Lahore,2024-10-02,5,2408.8233333333333,9.727083333333333,57.62875,75.07666666666667,20.293333333333333,170.63583333333335,242.93916666666667,20.3275,29.356083583333334,68.03791208333332,22.328999749999998,0.0,978.95573875,5.457852495833333,141.975318875,208.54166666666666,5.0,137.17958333333334,5.0,115.99125,5.0,113.81916666666666,122.33,5.0,102.93071428571427,4.714285714285714
Lahore,2024-10-03,5,3399.3320833333332,22.236250000000002,100.41875,61.32333333333333,32.68333333333333,209.045,275.0108333333333,42.689166666666665,28.268583458333335,67.40292791666667,21.049833041666666,0.0,978.3590591666666,5.4719707,105.09055004166667,209.08333333333334,5.0,170.63583333333335,5.0,137.17958333333334,5.0,115.99125,141.2688888888889,5.0,106.98160714285714,4.714285714285714
Lahore,2024-10-04,5,1211.3645833333333,2.138333333333333,26.44666666666667,79.61291666666666,10.546666666666667,90.14541666666666,121.05,16.72458333333333,28.1915,63.26737729166666,19.995666458333336,0.0,979.5961412500001,7.4703141749999995,103.36588395833333,206.45833333333334,5.0,209.045,5.0,170.63583333333335,5.0,137.17958333333334,172.28680555555556,5.0,130.56113095238098,5.0
Lahore,2024-10-05,5,2184.62875,6.50125,56.40708333333333,58.875,16.41625,140.14208333333332,182.34208333333333,18.50875,26.389416708333332,70.24201629166667,20.087333291666667,0.012499999999999999,982.0533833333334,9.239864570833333,146.45172908333333,191.125,5.0,90.14541666666666,5.0,209.045,5.0,170.63583333333335,156.60875000000001,5.0,132.51404761904763,5.0
Lahore,2024-10-06,5,1782.41625,8.595416666666667,43.293749999999996,62.525,15.519166666666665,117.8,162.25208333333333,15.042916666666665,24.560249791666667,75.55240666666667,19.591499708333334,0.0375,986.40279,7.225105504166667,250.90611465833334,169.33333333333334,5.0,140.14208333333332,5.0,90.14541666666666,5.0,209.045,146.44416666666666,5.0,139.56547619047618,5.0
Lahore,2024-10-07,5,3853.00375,16.205,111.89291666666666,67.36041666666667,30.875833333333333,259.65458333333333,321.7683333333334,29.771666666666665,25.868583166666667,73.721040875,20.516499666666668,0.0,987.36974375,4.401595745833333,166.17193616666665,197.83333333333334,5.0,117.8,5.0,140.14208333333332,5.0,90.14541666666666,116.02916666666665,5.0,140.13416666666666,5.0
Lahore,2024-10-08,5,2025.5254166666666,6.468333333333334,51.66625,66.4025,21.602500000000003,154.44666666666666,202.13875,17.19625,23.676916333333335,82.37083920833334,20.345666458333334,0.4791666666666667,987.0696933333334,6.751710025,235.26757835416666,143.45833333333334,5.0,259.65458333333333,5.0,117.8,5.0,140.14208333333332,172.5322222222222,5.0,160.6575,5.0
Lahore,2024-10-09,5,2379.3375,14.302083333333334,60.55583333333333,58.67208333333334,18.184166666666666,123.7275,167.94541666666666,15.79125,24.603999875,65.91311045833334,17.43733325,0.0,985.2363995833333,8.371319958333332,319.0496754166667,194.33333333333334,5.0,154.44666666666666,5.0,259.65458333333333,5.0,117.8,177.30041666666668,5.0,163.1242261904762,5.0
Lahore,2024-10-10,5,2399.3641666666667,22.073333333333334,62.71625,43.31916666666667,14.591666666666667,97.99875000000002,144.09833333333333,19.957083333333333,24.556083166666667,65.419573625,17.153999895833334,0.0,984.431805,7.839419825,269.4311238875,194.875,5.0,123.7275,5.0,154.44666666666666,5.0,259.65458333333333,179.27625,5.0,156.42303571428573,5.0
